phase,lon,lat,VwIND
Early,-172.5,-25,-0.2687381181956608
Early,-172.5,-22.5,-0.14801717377548454
Early,-172.5,-20,-0.0061716104004803495
Early,-172.5,-17.5,0.09700945551208871
Early,-172.5,-15,0.14015142787797727
Early,-172.5,-12.5,0.15279979624054418
Early,-172.5,-10,0.171357226068425
Early,-172.5,-7.5,0.21422443515360498
Early,-172.5,-5,0.2751520739965507
Early,-172.5,-2.5,0.3188745438688671
Early,-172.5,0,0.2885023839042107
Early,-172.5,2.5,0.16646337884529566
Early,-172.5,5,0.004651697282878192
Early,-172.5,7.5,-0.1236735287886968
Early,-172.5,10,-0.18002067979806943
Early,-172.5,12.5,-0.17668298150908276
Early,-172.5,15,-0.13720301778402583
Early,-172.5,17.5,-0.0891568559516857
Early,-172.5,20,-0.07138487866260594
Early,-172.5,22.5,-0.11133737668322234
Early,-172.5,25,-0.20244167003139119
Early,-172.5,27.5,-0.31197431483246174
Early,-172.5,30,-0.4214830688735524
Early,-172.5,32.5,-0.5186916776469023
Early,-172.5,35,-0.5751813626723435
Early,-172.5,37.5,-0.5594450153127847
Early,-172.5,40,-0.5008593501274421
Early,-172.5,42.5,-0.4707307771128185
Early,-172.5,45,-0.48150308463327923
Early,-172.5,47.5,-0.4489708477667991
Early,-172.5,50,-0.3081524294447282
Early,-172.5,52.5,-0.12370012323377218
Early,-172.5,55,-0.02223008962694636
Early,-172.5,57.5,-0.027111238832362626
Early,-172.5,60,-0.053874259154458204
Early,-172.5,62.5,-0.04005407980914148
Early,-172.5,65,-0.01789752427431486
Early,-172.5,67.5,-0.036185466415400665
Early,-172.5,70,-0.06900736389898361
Early,-172.5,72.5,-0.05518969865620791
Early,-172.5,75,-0.008636864058531379
Early,-172.5,77.5,-0.006944539086579593
Early,-172.5,80,-0.07908484853158239
Early,-172.5,82.5,-0.1674120004702347
Early,-172.5,85,-0.18512028856963422
Early,-172.5,87.5,-0.08865982190976279
Early,-172.5,90,0.09626549081370767
Early,-170,-90,0.11893992691290056
Early,-170,-87.5,0.23482391096717267
Early,-170,-85,0.1360488052873529
