phase,lon,lat,VwIND
Early,-162.5,15,-0.16475910854589798
Early,-162.5,17.5,-0.07894901469997702
Early,-162.5,20,0.01218244624710563
Early,-162.5,22.5,0.10258326214775387
Early,-162.5,25,0.18411853916671916
Early,-162.5,27.5,0.23093187845762975
Early,-162.5,30,0.20443444515648265
Early,-162.5,32.5,0.10699056188153448
Early,-162.5,35,-0.030559981690002107
Early,-162.5,37.5,-0.17623472631748505
Early,-162.5,40,-0.32382434318823294
Early,-162.5,42.5,-0.4280888138454848
Early,-162.5,45,-0.42379187564232157
Early,-162.5,47.5,-0.3035258993335369
Early,-162.5,50,-0.16831342400425406
Early,-162.5,52.5,-0.11776624555070488
Early,-162.5,55,-0.13717194356786752
Early,-162.5,57.5,-0.14047425594224278
Early,-162.5,60,-0.10466426331215122
Early,-162.5,62.5,-0.07506056211295431
Early,-162.5,65,-0.07120365089320867
Early,-162.5,67.5,-0.05922101154343851
Early,-162.5,70,-0.036595904238067176
Early,-162.5,72.5,-0.05071263187850941
Early,-162.5,75,-0.09684187799406781
Early,-162.5,77.5,-0.09539421718406679
Early,-162.5,80,7.54650984252929e-4
Early,-162.5,82.5,0.1247180418615578
Early,-162.5,85,0.15298711681700655
Early,-162.5,87.5,0.048597598394697954
Early,-162.5,90,-0.1179839567334878
Early,-160,-90,-0.06756099913581502
Early,-160,-87.5,-0.23160944382566115
Early,-160,-85,-0.3924372817720498
Early,-160,-82.5,-0.4348063340544901
Early,-160,-80,-0.27672589232665046
Early,-160,-77.5,0.06797550951606232
Early,-160,-75,0.4518692460458277
Early,-160,-72.5,0.6865370719074202
Early,-160,-70,0.6897098389033615
Early,-160,-67.5,0.5511801349567169
Early,-160,-65,0.4132611719867021
Early,-160,-62.5,0.3244657870243979
Early,-160,-60,0.24102397547157023
Early,-160,-57.5,0.14799219317739695
Early,-160,-55,0.09692627780975484
Early,-160,-52.5,0.1324920871222932
Early,-160,-50,0.22172002178799027
Early,-160,-47.5,0.29332184922268073
Early,-160,-45,0.32226912953209075
Early,-160,-42.5,0.35142674719306966
Early,-160,-40,0.4293933308579158
Early,-160,-37.5,0.5554342191449464
Early,-160,-35,0.6687659017977171
Early,-160,-32.5,0.7184558544893668
Early,-160,-30,0.6965156889909969
Early,-160,-27.5,0.6291418213196959
Early,-160,-25,0.5163771593578111
Early,-160,-22.5,0.33413273265102744
Early,-160,-20,0.11381208549695752
Early,-160,-17.5,-0.04409032115396231
Early,-160,-15,-0.07274627580987471
Early,-160,-12.5,-0.03147742272237188
Early,-160,-10,-0.03922357767925661
Early,-160,-7.5,-0.1308139658765369
Early,-160,-5,-0.22475959823461034
Early,-160,-2.5,-0.2494292512704398
Early,-160,0,-0.2202407305735304
Early,-160,2.5,-0.19435216229501673
Early,-160,5,-0.19367058780463087
Early,-160,7.5,-0.20384555995686748
Early,-160,10,-0.20864997491259926
Early,-160,12.5,-0.18934917259159478
Early,-160,15,-0.12942195665928374
Early,-160,17.5,-0.03444922012321657
Early,-160,20,0.0649872388468437
Early,-160,22.5,0.13849916111565222
Early,-160,25,0.18508056129688902
Early,-160,27.5,0.20023539716904806
Early,-160,30,0.16730847709208146
Early,-160,32.5,0.08628615704904659
Early,-160,35,-0.02119386677136589
Early,-160,37.5,-0.14054855572409305
Early,-160,40,-0.2783078888479518
Early,-160,42.5,-0.4059346324888114
Early,-160,45,-0.4500804246246576
Early,-160,47.5,-0.3838414659307053
Early,-160,50,-0.2864622477731578
Early,-160,52.5,-0.2548265494914175
Early,-160,55,-0.2795449119623524
Early,-160,57.5,-0.2799417657067334
Early,-160,60,-0.22636199862009143
Early,-160,62.5,-0.16074193709946427
Early,-160,65,-0.11245418588193462
Early,-160,67.5,-0.06486934129352503
Early,-160,70,-0.025142595921243828
Early,-160,72.5,-0.03949640498106254
Early,-160,75,-0.10246568699175759
Early,-160,77.5,-0.12689814370484187
Early,-160,80,-0.05258421438985237
Early,-160,82.5,0.06321257942617578
Early,-160,85,0.10261458558354448
Early,-160,87.5,0.018912796623557562
Early,-160,90,-0.1253981069780239
Early,-157.5,-90,-0.08878623838472113
Early,-157.5,-87.5,-0.24773168400599285
Early,-157.5,-85,-0.39983178536075537
Early,-157.5,-82.5,-0.429369763642539
Early,-157.5,-80,-0.24428045668887594
Early,-157.5,-77.5,0.13467449370553064
Early,-157.5,-75,0.5412101677993547
Early,-157.5,-72.5,0.7576653388558249
Early,-157.5,-70,0.7115006701291291
Early,-157.5,-67.5,0.5222809071058675
Early,-157.5,-65,0.35480379532988787
Early,-157.5,-62.5,0.2578228651749517
Early,-157.5,-60,0.18386701960353324
Early,-157.5,-57.5,0.1220032498338047
Early,-157.5,-55,0.12191349991131087
Early,-157.5,-52.5,0.20882721426252612
Early,-157.5,-50,0.3265611504717443
Early,-157.5,-47.5,0.40461460004746996
Early,-157.5,-45,0.4281389665858884
Early,-157.5,-42.5,0.4344171336255199
Early,-157.5,-40,0.46474334982073934
Early,-157.5,-37.5,0.5248482088815637
Early,-157.5,-35,0.5849209693981211
Early,-157.5,-32.5,0.6060610553489358
Early,-157.5,-30,0.5681784327080052
Early,-157.5,-27.5,0.4823678075588983
Early,-157.5,-25,0.3565698813746381
Early,-157.5,-22.5,0.19335361472422136
Early,-157.5,-20,0.02194375001049252
Early,-157.5,-17.5,-0.08208257524502476
Early,-157.5,-15,-0.08532055705178099
Early,-157.5,-12.5,-0.04595208422208974
Early,-157.5,-10,-0.05703965305918708
Early,-157.5,-7.5,-0.12770481512606258
Early,-157.5,-5,-0.1914552356655448
Early,-157.5,-2.5,-0.20155024621989093
Early,-157.5,0,-0.18460078043536596
Early,-157.5,2.5,-0.1755225146882859
Early,-157.5,5,-0.17175002790740815
Early,-157.5,7.5,-0.1650462012854053
Early,-157.5,10,-0.1685060379299559
Early,-157.5,12.5,-0.17068357862860178
Early,-157.5,15,-0.12828988875576292
Early,-157.5,17.5,-0.025906202593068757
Early,-157.5,20,0.08709492715870934
Early,-157.5,22.5,0.15417941264476892
Early,-157.5,25,0.1707995660714156
Early,-157.5,27.5,0.16157729368152945
Early,-157.5,30,0.12811958869278123
Early,-157.5,32.5,0.0656960283727721
Early,-157.5,35,-0.01958947638943962
Early,-157.5,37.5,-0.12232156067151571
Early,-157.5,40,-0.25252657086838237
Early,-157.5,42.5,-0.39387252131597444
Early,-157.5,45,-0.48084322302106086
Early,-157.5,47.5,-0.4710418015809686
Early,-157.5,50,-0.4169144961677724
Early,-157.5,52.5,-0.39440258692953845
Early,-157.5,55,-0.40830658002996906
Early,-157.5,57.5,-0.3945053590240223
Early,-157.5,60,-0.32944004078767014
Early,-157.5,62.5,-0.24418106344067086
Early,-157.5,65,-0.1632538002127548
Early,-157.5,67.5,-0.08074531614588766
Early,-157.5,70,-0.019120273660471036
Early,-157.5,72.5,-0.02986539201137942
Early,-157.5,75,-0.10718147649568968
Early,-157.5,77.5,-0.1543364752701862
Early,-157.5,80,-0.1035606023064614
Early,-157.5,82.5,0.0013563970315214613
Early,-157.5,85,0.04996141372923911
Early,-157.5,87.5,-0.012190916441104833
Early,-157.5,90,-0.13328003457150983
Early,-155,-90,-0.11062115605491499
Early,-155,-87.5,-0.2618098700897835
Early,-155,-85,-0.4028747603368576
Early,-155,-82.5,-0.414648672887141
Early,-155,-80,-0.2035106055811079
Early,-155,-77.5,0.20499966484679394
Early,-155,-75,0.6211166688586516
Early,-155,-72.5,0.8171420863978223
Early,-155,-70,0.7268131444640912
Early,-155,-67.5,0.4965948059147237
Early,-155,-65,0.3072699098090947
Early,-155,-62.5,0.20722596150584494
Early,-155,-60,0.1468812193167371
Early,-155,-57.5,0.12274829818859193
Early,-155,-55,0.17687348237940748
Early,-155,-52.5,0.3062293858824218
Early,-155,-50,0.4419668512919295
Early,-155,-47.5,0.5183936666820232
Early,-155,-45,0.5382379549544203
Early,-155,-42.5,0.529305690249384
Early,-155,-40,0.5138854504644219
Early,-155,-37.5,0.5079221288059118
Early,-155,-35,0.5060941210407517
Early,-155,-32.5,0.4807377792396794
Early,-155,-30,0.40356564925891664
Early,-155,-27.5,0.27720279055854946
Early,-155,-25,0.13905127329530276
Early,-155,-22.5,0.020245962450055645
Early,-155,-20,-0.055108992348102716
Early,-155,-17.5,-0.06933401261266994
Early,-155,-15,-0.03731071205943346
Early,-155,-12.5,-0.018600785049089127
Early,-155,-10,-0.05515277597498685
Early,-155,-7.5,-0.11630975318919541
Early,-155,-5,-0.1427551870515434
Early,-155,-2.5,-0.12881591193631312
Early,-155,0,-0.12216366543498389
Early,-155,2.5,-0.1360217168376668
Early,-155,5,-0.14036277289123178
