phase,lon,lat,mean_anomaly
Early,-177.5,37.5,0.11093895405664966
Early,-177.5,40,-0.24913354512878527
Early,-177.5,42.5,-0.5987195747792555
Early,-177.5,45,-0.8091929374391839
Early,-177.5,47.5,-0.7931464564997157
Early,-177.5,50,-0.6987282258056439
Early,-177.5,52.5,-0.6898429944608836
Early,-177.5,55,-0.7310224910395562
Early,-177.5,57.5,-0.6725430596291574
Early,-177.5,60,-0.4702497067441186
Early,-177.5,62.5,-0.27346045943250485
Early,-177.5,65,-0.15851692733747313
Early,-177.5,67.5,-0.07637726458186193
Early,-177.5,70,0.09523387911383452
Early,-177.5,72.5,0.16886017432399286
Early,-177.5,75,-0.14100076572168518
Early,-177.5,77.5,-0.49282613229021877
Early,-177.5,80,-0.6400903062895964
Early,-177.5,82.5,-0.6833314841965887
Early,-177.5,85,-0.7527210573475998
Early,-177.5,87.5,-0.8728513929619112
Early,-177.5,90,-0.983428958944188
Early,-175,-90,0.25773983382282495
Early,-175,-87.5,0.44947415281866937
Early,-175,-85,-0.32633619257092616
Early,-175,-82.5,0.07165509123532274
Early,-175,-80,-0.05698776474438318
Early,-175,-77.5,-0.454614507983149
Early,-175,-75,-0.5950151922450345
Early,-175,-72.5,-0.3869130661452971
Early,-175,-70,-0.02745755946563122
Early,-175,-67.5,0.026890900944977147
Early,-175,-65,0.19954638318668003
Early,-175,-62.5,0.44817988758555316
Early,-175,-60,0.6142343271423159
Early,-175,-57.5,0.5973635141741056
Early,-175,-55,0.3229045128708094
Early,-175,-52.5,-0.03651386445064873
Early,-175,-50,-0.3979065656563307
Early,-175,-47.5,-0.7634689801245145
Early,-175,-45,-1.113733545129611
Early,-175,-42.5,-1.3351026963175627
Early,-175,-40,-1.3397106142064956
Early,-175,-37.5,-1.212224299446234
Early,-175,-35,-0.9774678233951022
Early,-175,-32.5,-0.6850283887258058
Early,-175,-30,-0.4240578364291025
Early,-175,-27.5,-0.18346750570132714
Early,-175,-25,0.043249299446517855
Early,-175,-22.5,0.2374783398506793
Early,-175,-20,0.3449178071037181
Early,-175,-17.5,0.34084751547785574
Early,-175,-15,0.29163424568222923
Early,-175,-12.5,0.25844140599492105
Early,-175,-10,0.24166638155717807
Early,-175,-7.5,0.22771914304378243
Early,-175,-5,0.22671110296512892
Early,-175,-2.5,0.20696129032288013
Early,-175,0,0.18420966927398014
Early,-175,2.5,0.15881717986327998
Early,-175,5,0.1431034131643571
Early,-175,7.5,0.14369350765626338
Early,-175,10,0.15200137667034141
Early,-175,12.5,0.2030914467244486
Early,-175,15,0.290929855001491
Early,-175,17.5,0.4133712691428286
Early,-175,20,0.5449825105890966
Early,-175,22.5,0.6926677093517128
Early,-175,25,0.8552652329744319
Early,-175,27.5,0.9633140843926185
Early,-175,30,0.9870551971326449
Early,-175,32.5,0.8442776392970188
Early,-175,35,0.5956776555876047
Early,-175,37.5,0.2901187438902582
Early,-175,40,-0.04360117301974924
Early,-175,42.5,-0.35113431085023306
Early,-175,45,-0.5959946318005223
Early,-175,47.5,-0.6753438172043047
Early,-175,50,-0.6461062561094593
Early,-175,52.5,-0.7217849543827299
Early,-175,55,-0.8795865021180816
Early,-175,57.5,-0.8688478250246761
Early,-175,60,-0.6344355001629935
Early,-175,62.5,-0.3559432144018274
Early,-175,65,-0.15108333333328688
Early,-175,67.5,-0.047612161942481634
Early,-175,70,0.09269772727247413
Early,-175,72.5,0.16876486640713323
Early,-175,75,-0.13480831704178514
Early,-175,77.5,-0.509783064516057
Early,-175,80,-0.6740472873893794
Early,-175,82.5,-0.7060289996736969
Early,-175,85,-0.7638937846208819
Early,-175,87.5,-0.8781752199414428
Early,-175,90,-0.983428958944188
Early,-172.5,-90,0.25773983382282495
Early,-172.5,-87.5,0.3928073965466979
Early,-172.5,-85,-0.38121695992172705
Early,-172.5,-82.5,0.015690623981925
Early,-172.5,-80,-0.14047256435323446
Early,-172.5,-77.5,-0.5413788449006347
Early,-172.5,-75,-0.617397882046248
Early,-172.5,-72.5,-0.34477346855645125
Early,-172.5,-70,0.033373835125286175
Early,-172.5,-67.5,0.13502866568909438
Early,-172.5,-65,0.2864354024112686
Early,-172.5,-62.5,0.5236536249593599
Early,-172.5,-60,0.7141209514498883
Early,-172.5,-57.5,0.6686492587160842
Early,-172.5,-55,0.3720886282175059
Early,-172.5,-52.5,-0.05266090746151804
Early,-172.5,-50,-0.4963647197785974
Early,-172.5,-47.5,-0.9091721652006755
Early,-172.5,-45,-1.2672062561099948
Early,-172.5,-42.5,-1.449197238513392
Early,-172.5,-40,-1.4175667318356375
Early,-172.5,-37.5,-1.2750996660152907
Early,-172.5,-35,-1.0224712284127406
Early,-172.5,-32.5,-0.6966628299113949
Early,-172.5,-30,-0.40527215705486697
Early,-172.5,-27.5,-0.1492201531442447
Early,-172.5,-25,0.081325887910765
Early,-172.5,-22.5,0.26778439231130163
Early,-172.5,-20,0.36353866894797876
Early,-172.5,-17.5,0.3562222629529401
Early,-172.5,-15,0.3045208862827053
Early,-172.5,-12.5,0.25451362821658563
Early,-172.5,-10,0.23232045454622607
Early,-172.5,-7.5,0.21923127240150392
Early,-172.5,-5,0.20408749592696723
Early,-172.5,-2.5,0.18730527859208906
Early,-172.5,0,0.1581987862500341
Early,-172.5,2.5,0.12299122678439289
Early,-172.5,5,0.10535438253509141
Early,-172.5,7.5,0.10316221081754975
Early,-172.5,10,0.11060194688879506
Early,-172.5,12.5,0.17209823232313398
Early,-172.5,15,0.27443221733434486
Early,-172.5,17.5,0.4022449006195757
Early,-172.5,20,0.5372871863809336
Early,-172.5,22.5,0.683474478657638
Early,-172.5,25,0.8474030710334091
Early,-172.5,27.5,0.9943013522315823
Early,-172.5,30,1.0842182469861996
Early,-172.5,32.5,1.0192391332689397
Early,-172.5,35,0.8080489328766873
Early,-172.5,37.5,0.5023666911052829
Early,-172.5,40,0.175732640925105
Early,-172.5,42.5,-0.09336046757819076
Early,-172.5,45,-0.34016203160642816
Early,-172.5,47.5,-0.49355381231674755
Early,-172.5,50,-0.5398894591072121
Early,-172.5,52.5,-0.7100041218625848
Early,-172.5,55,-0.9790572825020718
Early,-172.5,57.5,-1.0054810117304043
Early,-172.5,60,-0.7512171880088772
Early,-172.5,62.5,-0.42935436624337625
Early,-172.5,65,-0.165185027696117
Early,-172.5,67.5,-0.032287878787434464
Early,-172.5,70,0.097396293580357
Early,-172.5,72.5,0.1631470104263144
Early,-172.5,75,-0.13136938742204052
Early,-172.5,77.5,-0.5252400293252208
Early,-172.5,80,-0.7019330971003456
Early,-172.5,82.5,-0.7240681166504999
Early,-172.5,85,-0.7753815982408412
Early,-172.5,87.5,-0.8818736396225291
Early,-172.5,90,-0.983428958944188
Early,-170,-90,0.25773983382282495
Early,-170,-87.5,0.3396139051807211
Early,-170,-85,-0.43399629358106606
Early,-170,-82.5,-0.051251164874787494
Early,-170,-80,-0.22100304659513767
Early,-170,-77.5,-0.6126291381556086
Early,-170,-75,-0.6306712202671747
Early,-170,-72.5,-0.2905688090583851
Early,-170,-70,0.11792585532758153
Early,-170,-67.5,0.2631505213424248
Early,-170,-65,0.38705393450630937
Early,-170,-62.5,0.6116553519062335
Early,-170,-60,0.799574348322011
Early,-170,-57.5,0.7252068914955544
Early,-170,-55,0.4058121130660652
Early,-170,-52.5,-0.09640055392605973
Early,-170,-50,-0.6129732567620408
Early,-170,-47.5,-1.0618549934827286
Early,-170,-45,-1.3952753339853472
Early,-170,-42.5,-1.5001033154120194
Early,-170,-40,-1.4188375040733205
Early,-170,-37.5,-1.2637318996420106
Early,-170,-35,-1.0119995682623766
Early,-170,-32.5,-0.6728497556210982
Early,-170,-30,-0.35207558651098336
Early,-170,-27.5,-0.07674048550077828
Early,-170,-25,0.15974036330985655
Early,-170,-22.5,0.3325634164232156
Early,-170,-20,0.40841203975194845
Early,-170,-17.5,0.390587235256055
